coords
"[(-121.04301909198266, 35.42581374374411), (-121.03707675524282, 35.41812255354696)]"
"[(-121.03427329829405, 35.428685665099934), (-121.02298177431165, 35.41779714680331)]"
"[(-121.04335539427557, 35.44027784320748), (-121.04069144209714, 35.43393412819186), (-121.0388210373862, 35.43115448323854), (-121.03624345373076, 35.42793072915926), (-121.02778991434343, 35.416587761927744)]"
"[(-121.06068223242633, 35.45752501215145), (-121.05806980042607, 35.45370456935391), (-121.05589598343973, 35.45044437531043), (-121.05449428011815, 35.44784204953712), (-121.05218729058585, 35.44540854009732), (-121.04977750863223, 35.4426051005684), (-121.04772096580791, 35.439162353624575), (-121.04577297899574, 35.43495078901778), (-121.04248306186273, 35.42879126794891)]"
"[(-121.05713285578811, 35.46755692189803), (-121.0541897206941, 35.46345418798713), (-121.05047436683242, 35.45869528416318), (-121.05019355976279, 35.457957905417715), (-121.04920314919578, 35.455357073904125), (-121.04737392954564, 35.451825558377195), (-121.04540286501384, 35.44949012712671), (-121.04415701041093, 35.448176895177134), (-121.03961318258351, 35.44418936576582)]"
"[(-120.98378209625974, 35.33782872210703), (-120.9792432334209, 35.33157035845289), (-120.9739777691628, 35.32534544727959)]"
"[(-120.9008831301017, 35.28447468170476), (-120.9019924910871, 35.28592360846754), (-120.90295474935147, 35.287746059140254), (-120.90378818561081, 35.289227707881), (-120.90452419688266, 35.290933311356284)]"
"[(-120.90817957113114, 35.30844726224389), (-120.90425334673965, 35.298218239942145), (-120.90263262516866, 35.29475124241705), (-120.9017325141523, 35.292290453379394), (-120.9008150934987, 35.29026802833356), (-120.89990931950278, 35.288271180763225), (-120.89921734005291, 35.28664155912179), (-120.8984785853262, 35.28504871922505), (-120.89774371581306, 35.28330549154754), (-120.89738713405262, 35.282374160609876), (-120.89695228836963, 35.28167301709338), (-120.89584485876212, 35.280905581106666), (-120.8956305485831, 35.28064415512057), (-120.89512240576286, 35.28002428554119), (-120.89447287799837, 35.27897750987758), (-120.89376040887515, 35.27794202012054), (-120.89323306546403, 35.27712941439248)]"
"[(-120.97069975380899, 35.32008636425004), (-120.96775450048753, 35.3178263899255), (-120.96728799817397, 35.31746841058251), (-120.96718668797286, 35.317390667365885), (-120.96572668758262, 35.31643137546662), (-120.96525396982561, 35.316120768330585), (-120.96330314882873, 35.314838903419684), (-120.96232303564977, 35.31425823297794), (-120.96139462770195, 35.313496284763545), (-120.96028495230622, 35.312287264210546), (-120.95938656425857, 35.31121810137903), (-120.95902879762028, 35.31080011090905), (-120.95791764539418, 35.309409286403614), (-120.95734892288611, 35.308697400064936), (-120.95683348933903, 35.30805220053616), (-120.95556265258806, 35.306353052748), (-120.95520297074157, 35.3058721324241), (-120.9535588947698, 35.30412153601708), (-120.95190492385521, 35.302766142206316)]"
"[(-120.90941406024908, 35.307279443200564), (-120.91277156931903, 35.309602261504345), (-120.91411506720007, 35.310813332949024), (-120.91437713092128, 35.31105643131804), (-120.91525205227876, 35.31212157263535), (-120.91799050174372, 35.31444189304657), (-120.91972655981064, 35.31552361074437), (-120.92275242525075, 35.31747070410997), (-120.9243704186382, 35.318828598756056), (-120.92484294864735, 35.31924598334473), (-120.9254573792337, 35.31978869707119), (-120.92610006542898, 35.32038805870402), (-120.9263965831346, 35.32066458360074)]"
"[(-120.91207823970126, 35.309430192642125), (-120.91227935093384, 35.31113898868507), (-120.91271732275398, 35.312550897064106), (-120.91312232280993, 35.31346075422466), (-120.91328146295577, 35.31441638914711), (-120.91336409987706, 35.315972649588474), (-120.91374688729098, 35.316556078456955), (-120.91423885324959, 35.31705371057327), (-120.91496298160686, 35.31744257779158), (-120.91523046306757, 35.31774818966856)]"
"[(-120.93174764066958, 35.31187806549838), (-120.92980248085563, 35.31170165673237), (-120.92797245990829, 35.31157489446705), (-120.92561767281634, 35.311486803790025), (-120.92340649579565, 35.311472691943564), (-120.92128563180034, 35.311340830983895), (-120.91980833704423, 35.31107689656868), (-120.91885765806389, 35.31070275141374)]"
"[(-120.93561263229802, 35.31337252412709), (-120.9337321727441, 35.3140417294647), (-120.93264002347955, 35.31438462965978), (-120.93251498607685, 35.31442729059357), (-120.93106669881959, 35.31492140854712), (-120.9279086947945, 35.31603935073788), (-120.92782636689364, 35.31606849348683), (-120.92770608876528, 35.316135833735466), (-120.92680850650645, 35.31682448752776)]"
"[(-120.94994100182824, 35.28265161108195), (-120.95353282386364, 35.28713947056946), (-120.95695289340658, 35.29131657909447), (-120.9591699993082, 35.29349896550202), (-120.96206304434195, 35.29815264290865), (-120.96329547901284, 35.3008758043712), (-120.96550247886748, 35.30431680443565), (-120.96737497934798, 35.30688238912549), (-120.96890520463727, 35.30891553283227), (-120.97010835063664, 35.311072922712675), (-120.97126406109743, 35.31326766957838), (-120.97328604483447, 35.31620204803689), (-120.97664383328045, 35.32054793121156), (-120.97655976893616, 35.320417719557135), (-120.97858132507514, 35.323477183945805), (-120.98032547247124, 35.32636863847565), (-120.9896964477835, 35.33976505371451), (-120.98632526545663, 35.33464728856083), (-120.98423301909132, 35.331692865893075), (-120.98243711705678, 35.3294684712784), (-120.98029815919502, 35.32629662418318), (-121.04189451263802, 35.41220034514614), (-121.0345899849744, 35.402006387938954), (-121.03047542249541, 35.396397945643585), (-121.02810130815013, 35.39283285521134), (-121.02599687074812, 35.38968429831945), (-121.02372042124055, 35.38671607646521), (-121.02258784599157, 35.38500306045777), (-121.01956488839807, 35.3805570442582), (-121.01547483465494, 35.37403257475721), (-121.01298236547434, 35.37078582845172), (-121.0091926400903, 35.36573158804271), (-121.00740240732353, 35.36350383035289), (-121.0054982502124, 35.36136575821147), (-121.00392384937074, 35.35946208835346), (-121.00230153508672, 35.35723703250346), (-121.00095644449269, 35.35510813349223), (-120.99981686597778, 35.35371537136941), (-120.9991723112867, 35.35265137444878), (-120.99847867534342, 35.35131178112859), (-120.99773031582967, 35.349925479662645), (-120.9965965170753, 35.348303799919506), (-120.99534648979787, 35.34686336888022), (-120.99393342099133, 35.345237031924626), (-120.99224105248823, 35.34360603782026), (-120.9909968435989, 35.341936676002184), (-120.98963884331593, 35.339740242960254)]"
"[(-120.93511101484, 35.31687604647882), (-120.94044721693514, 35.31738721937486), (-120.94316234703362, 35.31794832667367), (-120.94759192712321, 35.31889145381507), (-120.95173364836819, 35.32003826401957), (-120.95749557824614, 35.32120912459552), (-120.96008732384203, 35.321658252074144), (-120.96217952529157, 35.32251134649164), (-120.96351981079715, 35.32304434736932), (-120.9638195561496, 35.32322211664771), (-120.9660473906306, 35.32404012162519)]"
"[(-120.92813073677314, 35.3257941853241), (-120.92556425898957, 35.32386862804827), (-120.92353200481386, 35.32259180840569), (-120.92181618309533, 35.321861432874904), (-120.92130881552119, 35.321645453987855), (-120.92049091382803, 35.32129727797871), (-120.91985890500818, 35.32095469221453), (-120.91898997541367, 35.32048367381552), (-120.91839872225997, 35.320163167411366), (-120.91691684340097, 35.319316260905566), (-120.91614778849973, 35.31888900200471)]"
"[(-120.88310460285642, 35.32140994641032), (-120.88549701768065, 35.32252039616136), (-120.88909432123589, 35.323856977351504), (-120.89500975163634, 35.32581584149667), (-120.90122381976646, 35.32771759112312), (-120.90608707952576, 35.32897288556501), (-120.910025361105, 35.329744897693786), (-120.91312561154217, 35.33006561749126), (-120.91938741704482, 35.330135424668846), (-120.92673078786132, 35.3302520896085), (-120.93691196450816, 35.330181521074245), (-120.95360679024583, 35.32955326199267), (-120.95713869375344, 35.3293840344575)]"
